Hour,Device Category,Day of the month,City,Month of the year,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue
10,mobile,01,Philadelphia,10,4,25.00%,2.25,00:01:32,0,$0.00
10,mobile,02,Orlando,10,4,75.00%,7.00,00:04:21,0,$0.00
10,mobile,02,Atlanta,10,4,75.00%,3.00,00:00:18,0,$0.00
10,mobile,02,Boston,10,4,25.00%,3.75,00:01:44,0,$0.00
10,mobile,02,Cincinnati,10,4,50.00%,2.00,00:00:11,0,$0.00
10,mobile,02,San Antonio,10,4,0.00%,8.25,00:10:38,0,$0.00
10,mobile,03,(not set),10,4,75.00%,1.25,00:02:55,0,$0.00
10,mobile,03,Detroit,10,4,25.00%,4.00,00:01:49,0,$0.00
10,mobile,03,Houston,10,4,50.00%,1.50,00:00:13,0,$0.00
10,mobile,04,Ann Arbor,10,4,25.00%,4.25,00:08:06,0,$0.00
10,mobile,04,Omaha,10,4,50.00%,3.75,00:00:52,0,$0.00
10,mobile,05,London,10,4,75.00%,3.00,00:07:15,0,$0.00
10,mobile,05,San Diego,10,4,75.00%,4.00,00:01:48,0,$0.00
10,mobile,05,Detroit,10,4,25.00%,6.75,00:03:44,0,$0.00
10,mobile,06,San Diego,10,4,25.00%,3.00,00:08:14,0,$0.00
10,mobile,06,Miami,10,4,50.00%,6.25,00:04:31,0,$0.00
10,mobile,06,Orlando,10,4,75.00%,2.50,00:00:44,0,$0.00
10,mobile,06,Indianapolis,10,4,75.00%,5.00,00:03:21,0,$0.00
10,mobile,06,Ann Arbor,10,4,50.00%,3.25,00:05:47,0,$0.00
10,mobile,07,Detroit,10,4,0.00%,10.50,00:12:10,0,$0.00
10,mobile,08,Denver,10,4,25.00%,9.50,00:10:28,0,$0.00
10,mobile,08,Miami,10,4,50.00%,5.25,00:27:31,0,$0.00
10,mobile,08,Houston,10,4,50.00%,7.50,00:04:33,0,$0.00
10,mobile,09,Birmingham,10,4,50.00%,2.75,00:00:23,0,$0.00
10,mobile,09,Indianapolis,10,4,50.00%,4.75,00:02:19,0,$0.00
10,mobile,09,Detroit,10,4,75.00%,1.50,00:00:20,0,$0.00
10,mobile,09,Austin,10,4,25.00%,7.75,00:13:01,0,$0.00
10,mobile,09,Dallas,10,4,75.00%,3.00,00:00:58,0,$0.00
10,mobile,10,San Diego,10,4,25.00%,13.75,00:18:44,0,$0.00
10,mobile,10,Orlando,10,4,75.00%,1.75,00:01:04,0,$0.00
10,mobile,11,Los Angeles,10,4,50.00%,5.00,00:03:52,0,$0.00
10,mobile,11,Washington,10,4,75.00%,2.00,00:00:18,0,$0.00
10,mobile,11,Miami,10,4,100.00%,1.00,00:00:00,0,$0.00
10,mobile,11,Indianapolis,10,4,50.00%,8.00,00:04:09,0,$0.00
10,mobile,11,Ann Arbor,10,4,25.00%,2.50,00:06:43,0,$0.00
10,mobile,11,Minneapolis,10,4,50.00%,2.00,00:00:36,0,$0.00
10,mobile,11,Nashville,10,4,75.00%,1.50,00:00:19,0,$0.00
10,mobile,12,Lahore,10,4,100.00%,1.00,00:00:00,0,$0.00
10,mobile,12,Orlando,10,4,0.00%,8.00,00:09:02,0,$0.00
10,mobile,12,Tampa,10,4,50.00%,4.75,00:02:14,0,$0.00
10,mobile,13,(not set),10,4,25.00%,4.75,00:07:27,0,$0.00
10,mobile,13,Los Angeles,10,4,75.00%,1.50,00:00:05,0,$0.00
10,mobile,13,Indianapolis,10,4,50.00%,1.50,00:00:29,0,$0.00
10,mobile,13,Charlotte,10,4,25.00%,9.75,00:04:05,1,$39.99
10,mobile,13,Columbus,10,4,50.00%,7.75,00:04:05,0,$0.00
10,mobile,14,Los Angeles,10,4,25.00%,1.50,00:04:12,0,$0.00
10,mobile,14,Washington,10,4,50.00%,2.50,00:06:40,0,$0.00
10,mobile,14,Charlotte,10,4,0.00%,2.50,00:01:35,0,$0.00
10,mobile,15,Kuala Lumpur,10,4,75.00%,1.25,00:00:13,0,$0.00
10,mobile,15,Los Angeles,10,4,25.00%,3.50,00:05:09,0,$0.00
10,mobile,15,Chicago,10,4,50.00%,4.00,00:03:08,0,$0.00
10,mobile,16,Boston,10,4,50.00%,2.25,00:08:48,0,$0.00
10,mobile,16,Minneapolis,10,4,50.00%,2.00,00:04:52,0,$0.00
10,mobile,16,Charlotte,10,4,100.00%,1.00,00:00:00,0,$0.00
10,mobile,16,Portland,10,4,75.00%,2.75,00:03:57,0,$0.00
10,mobile,16,Nashville,10,4,100.00%,1.00,00:00:00,0,$0.00
10,mobile,16,Seattle,10,4,75.00%,4.25,00:02:57,0,$0.00
10,mobile,17,Denver,10,4,50.00%,2.75,00:00:44,0,$0.00
10,mobile,17,Indianapolis,10,4,25.00%,7.00,00:07:04,0,$0.00
10,mobile,17,Philadelphia,10,4,50.00%,2.75,00:00:30,0,$0.00
10,mobile,18,Minneapolis,10,4,50.00%,2.25,00:01:37,0,$0.00
10,mobile,19,Orlando,10,4,75.00%,1.50,00:00:03,0,$0.00
10,mobile,19,Beaumont,10,4,75.00%,1.50,00:00:12,0,$0.00
10,mobile,19,Houston,10,4,50.00%,2.75,00:01:51,0,$0.00
10,mobile,20,(not set),10,4,25.00%,3.25,00:00:57,0,$0.00
10,mobile,20,San Jose,10,4,0.00%,4.25,00:07:18,0,$0.00
10,mobile,21,San Francisco,10,4,100.00%,1.00,00:00:00,0,$0.00
10,mobile,21,Washington,10,4,50.00%,2.75,00:01:23,0,$0.00
10,mobile,21,Chicago,10,4,0.00%,4.00,00:02:40,0,$0.00
10,mobile,21,Nashville,10,4,50.00%,3.25,00:01:03,0,$0.00
10,mobile,22,(not set),10,4,100.00%,1.00,00:00:00,0,$0.00
10,mobile,22,Beaverton,10,4,25.00%,2.75,00:01:55,0,$0.00
10,mobile,22,Philadelphia,10,4,50.00%,6.50,00:01:33,0,$0.00
10,mobile,22,Memphis,10,4,0.00%,10.25,00:08:11,0,$0.00
10,mobile,23,Orlando,10,4,50.00%,1.75,00:02:18,0,$0.00
10,mobile,24,Los Angeles,10,4,25.00%,4.50,00:03:30,0,$0.00
10,mobile,24,Philadelphia,10,4,75.00%,1.75,00:00:14,0,$0.00
10,mobile,25,London,10,4,100.00%,1.00,00:00:00,0,$0.00
10,mobile,25,Washington,10,4,50.00%,3.75,00:01:56,0,$0.00
10,mobile,25,Indianapolis,10,4,0.00%,4.00,00:04:59,0,$0.00
10,mobile,25,Boston,10,4,75.00%,1.50,00:00:06,0,$0.00
10,mobile,25,New York,10,4,75.00%,1.25,00:00:23,0,$0.00
10,mobile,25,Philadelphia,10,4,50.00%,2.00,00:01:57,0,$0.00
10,mobile,26,Detroit,10,4,50.00%,5.00,00:02:19,0,$0.00
10,mobile,28,San Jose,10,4,50.00%,2.00,00:01:04,0,$0.00
10,mobile,28,Washington,10,4,50.00%,5.50,00:04:59,0,$0.00
10,mobile,28,Charlotte,10,4,25.00%,5.50,00:09:15,0,$0.00
