Hour,Device Category,Day of the month,City,Month of the year,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue
18,mobile,24,Charlotte,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,24,Norwich,10,2,0.00%,3.50,00:01:14,0,$0.00
18,mobile,24,Oklahoma City,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,24,Philadelphia,10,2,50.00%,3.50,00:02:38,0,$0.00
18,mobile,24,Charleston,10,2,0.00%,5.50,00:03:37,0,$0.00
18,mobile,24,Dallas,10,2,50.00%,1.00,00:05:28,0,$0.00
18,mobile,24,San Antonio,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,24,Blacksburg,10,2,0.00%,12.50,00:13:22,0,$0.00
18,mobile,24,Seattle,10,2,50.00%,2.50,00:01:42,0,$0.00
18,mobile,25,Ottawa,10,2,0.00%,3.00,00:06:32,0,$0.00
18,mobile,25,San Francisco,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,25,Honolulu,10,2,50.00%,2.00,00:00:08,0,$0.00
18,mobile,25,Louisville,10,2,50.00%,1.50,00:00:07,0,$0.00
18,mobile,25,Detroit,10,2,50.00%,2.00,00:00:31,0,$0.00
18,mobile,25,Charlotte,10,2,50.00%,1.50,00:01:15,0,$0.00
18,mobile,25,Buffalo,10,2,50.00%,2.50,00:00:34,0,$0.00
18,mobile,25,Centereach,10,2,0.00%,15.50,00:11:54,0,$0.00
18,mobile,25,Oklahoma City,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,25,San Antonio,10,2,50.00%,8.50,00:07:18,0,$0.00
18,mobile,25,Weatherford,10,2,50.00%,2.00,00:00:54,0,$0.00
18,mobile,25,Salt Lake City,10,2,0.00%,2.00,00:00:57,0,$0.00
18,mobile,25,Poquoson,10,2,50.00%,1.50,00:01:58,0,$0.00
18,mobile,25,Virginia Beach,10,2,50.00%,3.50,00:00:25,0,$0.00
18,mobile,25,Madison,10,2,0.00%,6.00,00:03:57,0,$0.00
18,mobile,25,Washington Township,10,2,50.00%,1.00,00:10:54,0,$0.00
18,mobile,26,Calgary,10,2,50.00%,7.50,00:07:42,0,$0.00
18,mobile,26,Vancouver,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,26,Cairo,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,26,Oswego,10,2,50.00%,1.50,00:00:55,0,$0.00
18,mobile,26,Indianapolis,10,2,50.00%,3.00,00:00:21,0,$0.00
18,mobile,26,Bowling Green,10,2,50.00%,5.00,00:01:26,0,$0.00
18,mobile,26,Kansas City,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,26,Greensboro,10,2,50.00%,1.50,00:00:00,0,$0.00
18,mobile,26,Dover,10,2,0.00%,3.00,00:05:50,0,$0.00
18,mobile,26,Bloomfield,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,26,Cherry Hill,10,2,50.00%,3.00,00:01:01,0,$0.00
18,mobile,26,Nashville,10,2,50.00%,8.50,00:06:09,0,$0.00
18,mobile,26,Austin,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,26,Schertz,10,2,0.00%,6.50,00:05:36,0,$0.00
18,mobile,26,Virginia Beach,10,2,50.00%,3.50,00:18:02,0,$0.00
18,mobile,26,Bloomington,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,26,Tuckahoe,10,2,0.00%,6.00,00:02:22,0,$0.00
18,mobile,27,Winnipeg,10,2,50.00%,1.50,00:11:51,0,$0.00
18,mobile,27,Los Angeles,10,2,50.00%,5.50,00:02:16,0,$0.00
18,mobile,27,Atlanta,10,2,50.00%,2.00,00:00:41,0,$0.00
18,mobile,27,Minneapolis,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,27,Houston,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,28,Sydney,10,2,50.00%,5.00,00:07:06,0,$0.00
18,mobile,28,Melbourne,10,2,0.00%,8.00,00:03:29,0,$0.00
18,mobile,28,Toronto,10,2,0.00%,17.00,00:08:50,0,$0.00
18,mobile,28,London,10,2,0.00%,3.50,00:04:32,0,$0.00
18,mobile,28,Singapore,10,2,50.00%,1.50,00:00:07,0,$0.00
18,mobile,28,San Francisco,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,28,Indianapolis,10,2,50.00%,6.50,00:06:36,0,$0.00
18,mobile,28,Ann Arbor,10,2,0.00%,6.50,00:02:51,0,$0.00
18,mobile,28,Raleigh,10,2,0.00%,8.00,00:02:00,0,$0.00
18,mobile,28,Columbus,10,2,50.00%,1.50,00:00:14,0,$0.00
18,mobile,28,Oklahoma City,10,2,50.00%,5.50,00:03:05,0,$0.00
18,mobile,28,Portland,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,28,Dillsburg,10,2,0.00%,4.00,00:01:43,0,$0.00
18,mobile,28,Philadelphia,10,2,50.00%,5.00,00:02:54,0,$0.00
18,mobile,28,Sioux Falls,10,2,0.00%,13.50,00:15:02,0,$0.00
18,mobile,28,Nashville,10,2,0.00%,11.00,00:20:44,0,$0.00
18,mobile,28,Portland,10,2,50.00%,1.50,00:03:19,0,$0.00
18,mobile,28,Georgetown,10,2,0.00%,2.00,00:01:54,0,$0.00
18,mobile,28,Houston,10,2,50.00%,1.50,00:00:26,0,$0.00
18,mobile,28,Front Royal,10,2,0.00%,6.00,00:05:12,0,$0.00
18,mobile,28,Seattle,10,2,50.00%,6.00,00:01:41,0,$0.00
18,mobile,29,Montreal,10,2,50.00%,1.50,00:00:12,0,$0.00
18,mobile,29,Sacramento,10,2,0.00%,2.50,00:00:27,0,$0.00
18,mobile,29,San Diego,10,2,0.00%,2.00,00:00:29,0,$0.00
18,mobile,29,San Jose,10,2,0.00%,5.00,00:02:18,0,$0.00
18,mobile,29,Tampa,10,2,50.00%,10.50,00:18:40,0,$0.00
18,mobile,29,Dalton,10,2,50.00%,6.50,00:01:55,0,$0.00
18,mobile,29,Franklin Park,10,2,50.00%,2.00,00:00:11,0,$0.00
18,mobile,29,Ashland,10,2,0.00%,7.50,00:08:45,0,$0.00
18,mobile,29,New Orleans,10,2,50.00%,4.00,00:02:15,0,$0.00
18,mobile,29,Detroit,10,2,50.00%,2.00,00:01:02,0,$0.00
18,mobile,29,Grand Rapids,10,2,50.00%,4.00,00:03:09,0,$0.00
18,mobile,29,Kansas City,10,2,50.00%,2.00,00:00:13,0,$0.00
18,mobile,29,St. Louis,10,2,50.00%,5.00,00:03:30,0,$0.00
18,mobile,29,Grand Island,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,29,Syracuse,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,29,Columbus,10,2,100.00%,5.00,00:00:00,0,$0.00
18,mobile,29,Oklahoma City,10,2,50.00%,2.00,00:00:10,0,$0.00
18,mobile,29,Eugene,10,2,50.00%,2.00,00:00:47,0,$0.00
18,mobile,29,Philadelphia,10,2,50.00%,3.00,00:00:40,0,$0.00
18,mobile,29,Myrtle Beach,10,2,0.00%,26.50,00:15:45,0,$0.00
18,mobile,29,Austin,10,2,0.00%,3.50,00:25:53,0,$0.00
18,mobile,29,Virginia Beach,10,2,0.00%,3.00,00:04:21,0,$0.00
18,mobile,29,Cheektowaga,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,29,North Laurel,10,2,50.00%,3.00,00:01:16,0,$0.00
18,mobile,29,Red Bank,10,2,0.00%,4.50,00:03:54,0,$0.00
18,mobile,30,Melbourne,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,30,Edmonton,10,2,50.00%,2.00,00:00:27,0,$0.00
18,mobile,30,Fredericton,10,2,50.00%,1.50,00:00:15,0,$0.00
18,mobile,30,Ottawa,10,2,50.00%,5.00,00:03:29,0,$0.00
18,mobile,30,Singapore,10,2,50.00%,1.50,00:03:37,0,$0.00
18,mobile,30,Lancaster,10,2,0.00%,6.50,00:04:04,0,$0.00
18,mobile,30,Colorado Springs,10,2,0.00%,3.00,00:04:36,0,$0.00
18,mobile,30,Indianapolis,10,2,50.00%,3.00,00:00:48,0,$0.00
18,mobile,30,Kansas City,10,2,50.00%,3.50,00:03:02,0,$0.00
18,mobile,30,Bozeman,10,2,50.00%,1.50,00:06:07,0,$0.00
18,mobile,30,Fort Worth,10,2,0.00%,35.00,00:02:46,0,$0.00
18,mobile,30,Houston,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,30,McAllen,10,2,0.00%,9.00,00:06:30,0,$0.00
18,mobile,30,San Antonio,10,2,50.00%,4.00,00:01:20,0,$0.00
18,mobile,31,Kitchener,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,31,Vaughan,10,2,50.00%,3.00,00:00:38,0,$0.00
18,mobile,31,London,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,31,Dublin,10,2,50.00%,1.50,00:02:00,0,$0.00
18,mobile,31,Montgomery,10,2,0.00%,7.00,00:04:14,0,$0.00
18,mobile,31,San Jose,10,2,50.00%,8.00,00:07:20,0,$0.00
18,mobile,31,Miami,10,2,0.00%,9.00,00:12:28,0,$0.00
18,mobile,31,Orlando,10,2,50.00%,2.00,00:00:55,0,$0.00
18,mobile,31,Indianapolis,10,2,0.00%,6.00,00:06:59,0,$0.00
18,mobile,31,Louisville,10,2,50.00%,28.00,00:21:10,0,$0.00
18,mobile,31,New Orleans,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,31,St. Louis,10,2,0.00%,5.00,00:01:22,0,$0.00
18,mobile,31,Columbus,10,2,50.00%,2.00,00:00:35,0,$0.00
18,mobile,31,Philadelphia,10,2,100.00%,1.00,00:00:00,0,$0.00
18,mobile,31,Pittsburgh,10,2,0.00%,5.00,00:00:55,0,$0.00
18,tablet,01,Largo,10,2,50.00%,7.00,00:01:36,0,$0.00
18,tablet,01,Omaha,10,2,50.00%,3.50,00:02:33,0,$0.00
18,tablet,02,Arlington,10,2,100.00%,1.00,00:00:00,0,$0.00
18,tablet,03,Sacramento,10,2,50.00%,2.50,00:00:41,0,$0.00
18,tablet,03,Orlando,10,2,100.00%,1.00,00:00:00,0,$0.00
18,tablet,03,Winder,10,2,0.00%,2.00,00:00:40,0,$0.00
18,tablet,03,New York,10,2,0.00%,9.00,00:03:44,0,$0.00
18,tablet,04,(not set),10,2,0.00%,3.00,00:00:40,0,$0.00
18,tablet,05,Topeka,10,2,0.00%,9.50,00:03:06,0,$0.00
18,tablet,05,Georgetown,10,2,0.00%,3.50,00:00:49,0,$0.00
18,tablet,05,Seattle,10,2,100.00%,1.00,00:00:00,0,$0.00
18,tablet,06,Titusville,10,2,50.00%,5.00,00:05:33,0,$0.00
18,tablet,06,Plano,10,2,100.00%,1.00,00:00:00,0,$0.00
18,tablet,07,San Diego,10,2,0.00%,3.50,00:07:28,0,$0.00
18,tablet,07,Houston,10,2,50.00%,15.50,00:19:26,0,$0.00
18,tablet,07,Lancaster,10,2,50.00%,13.50,00:15:12,0,$0.00
18,tablet,09,Cape Coral,10,2,50.00%,2.00,00:00:26,0,$0.00
18,tablet,11,Lawrenceville,10,2,100.00%,1.00,00:00:00,0,$0.00
18,tablet,11,Indianapolis,10,2,0.00%,6.50,00:02:30,0,$0.00
18,tablet,11,Charlotte,10,2,50.00%,6.00,00:02:41,0,$0.00
18,tablet,11,Columbus,10,2,50.00%,2.50,00:01:14,0,$0.00
18,tablet,12,Boca Raton,10,2,50.00%,1.50,00:01:02,0,$0.00
18,tablet,12,Jacksonville,10,2,0.00%,6.50,00:04:09,0,$0.00
18,tablet,12,New York,10,2,100.00%,1.00,00:00:00,0,$0.00
18,tablet,12,Virginia Beach,10,2,0.00%,3.00,00:08:49,0,$0.00
18,tablet,15,Los Angeles,10,2,100.00%,1.00,00:00:00,0,$0.00
18,tablet,16,Phoenix,10,2,100.00%,1.00,00:00:00,0,$0.00
18,tablet,16,Chicago,10,2,0.00%,3.50,00:03:12,0,$0.00
18,tablet,16,Charlotte,10,2,50.00%,3.50,00:03:24,0,$0.00
18,tablet,16,Ithaca,10,2,0.00%,3.50,00:01:06,0,$0.00
18,tablet,16,New York,10,2,0.00%,14.00,00:17:43,0,$0.00
18,tablet,17,Baltimore,10,2,0.00%,4.50,00:01:16,0,$0.00
18,tablet,17,Austin,10,2,50.00%,1.50,00:00:28,0,$0.00
18,tablet,18,Tallahassee,10,2,0.00%,11.00,00:06:58,0,$0.00
18,tablet,19,Milwaukee,10,2,50.00%,2.50,00:00:31,0,$0.00
18,tablet,20,New York,10,2,100.00%,1.00,00:00:00,0,$0.00
18,tablet,21,(not set),10,2,0.00%,3.50,00:01:50,0,$0.00
18,tablet,21,Birmingham,10,2,0.00%,7.50,00:09:32,0,$0.00
18,tablet,22,(not set),10,2,0.00%,26.50,00:21:19,0,$0.00
18,tablet,22,Honolulu,10,2,0.00%,5.50,00:03:54,0,$0.00
18,tablet,25,(not set),10,2,50.00%,1.50,00:00:27,0,$0.00
18,tablet,25,Atlanta,10,2,0.00%,8.00,00:06:26,0,$0.00
18,tablet,25,New York,10,2,100.00%,1.00,00:00:00,0,$0.00
18,tablet,27,(not set),10,2,100.00%,1.00,00:00:00,0,$0.00
18,tablet,28,(not set),10,2,50.00%,6.00,00:02:55,0,$0.00
18,tablet,28,Phoenix,10,2,0.00%,8.50,00:08:47,0,$0.00
18,tablet,28,Albany,10,2,0.00%,11.50,00:05:35,0,$0.00
18,tablet,28,New York,10,2,50.00%,2.00,00:00:09,0,$0.00
18,tablet,28,Hampton,10,2,50.00%,4.00,00:06:09,0,$0.00
18,tablet,29,Carencro,10,2,50.00%,1.50,00:00:06,0,$0.00
18,tablet,30,Saint Peters,10,2,50.00%,4.50,00:01:18,0,$0.00
18,tablet,30,Lacey,10,2,100.00%,1.00,00:00:00,0,$0.00
18,tablet,31,Tampa,10,2,50.00%,6.50,00:08:41,0,$0.00
18,tablet,31,Fort Worth,10,2,0.00%,7.50,00:04:01,0,$0.00
19,desktop,01,Honolulu,10,2,50.00%,7.50,00:02:04,0,$0.00
19,desktop,01,New York,10,2,50.00%,5.50,00:01:26,0,$0.00
19,desktop,01,Wynnewood,10,2,50.00%,4.50,00:01:00,0,$0.00
19,desktop,01,Mechanicsville,10,2,0.00%,11.00,00:07:36,0,$0.00
19,desktop,01,Bellingham,10,2,50.00%,1.50,00:00:12,0,$0.00
19,desktop,02,Sydney,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,02,Los Angeles,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,02,New York,10,2,50.00%,2.00,00:00:33,0,$0.00
19,desktop,02,Dallas,10,2,0.00%,35.50,00:10:45,0,$0.00
19,desktop,03,Edmonton,10,2,0.00%,4.00,00:03:40,0,$0.00
19,desktop,03,Toronto,10,2,50.00%,2.00,00:00:29,0,$0.00
19,desktop,03,Boston,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,03,New York,10,2,0.00%,26.00,00:08:37,1,$29.98
19,desktop,04,(not set),10,2,100.00%,16.00,00:00:00,0,$0.00
19,desktop,04,Glendale,10,2,50.00%,13.00,00:04:21,0,$0.00
19,desktop,04,Stockton,10,2,50.00%,9.00,00:06:50,0,$0.00
19,desktop,04,Deptford Township,10,2,0.00%,3.50,00:01:50,0,$0.00
19,desktop,05,Montreal,10,2,0.00%,1.00,00:17:50,0,$0.00
19,desktop,05,San Diego,10,2,50.00%,1.50,00:00:12,0,$0.00
19,desktop,05,Chicago,10,2,0.00%,8.00,00:03:37,0,$0.00
19,desktop,06,Pittsburg,10,2,0.00%,7.00,00:03:12,0,$0.00
19,desktop,07,Tempe,10,2,50.00%,11.50,00:09:16,0,$0.00
19,desktop,07,San Diego,10,2,0.00%,8.00,00:05:05,0,$0.00
19,desktop,07,Chicago,10,2,50.00%,3.00,00:08:18,0,$0.00
19,desktop,07,New Castle,10,2,50.00%,1.50,00:00:51,0,$0.00
19,desktop,07,Austin,10,2,0.00%,3.00,00:01:11,0,$0.00
19,desktop,07,Seattle,10,2,50.00%,1.50,00:00:11,0,$0.00
19,desktop,07,Qui Nhon,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,08,New York,10,2,50.00%,27.50,00:01:55,1,$32.97
19,desktop,08,Prosper,10,2,0.00%,11.00,00:05:03,0,$0.00
19,desktop,09,Calgary,10,2,50.00%,4.00,00:01:03,0,$0.00
19,desktop,09,San Diego,10,2,50.00%,1.50,00:00:35,0,$0.00
19,desktop,09,Monroe,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,09,Casper,10,2,50.00%,2.00,00:01:49,0,$0.00
19,desktop,10,(not set),10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,10,Fairfield,10,2,50.00%,1.50,00:00:08,0,$0.00
19,desktop,10,Tallahassee,10,2,0.00%,6.00,00:11:27,0,$0.00
19,desktop,11,Montreal,10,2,0.00%,2.50,00:00:32,0,$0.00
19,desktop,12,Toronto,10,2,50.00%,1.50,00:00:42,0,$0.00
19,desktop,12,San Francisco,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,12,Chicago,10,2,50.00%,1.50,00:03:43,0,$0.00
19,desktop,12,Greenville,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,12,New York,10,2,50.00%,2.00,00:00:10,0,$0.00
19,desktop,13,Washington,10,2,50.00%,3.50,00:03:18,0,$0.00
19,desktop,13,Orlando,10,2,0.00%,6.50,00:01:37,0,$0.00
19,desktop,13,New York,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,14,Palm Bay,10,2,0.00%,8.00,00:09:45,0,$0.00
19,desktop,14,Winter Haven,10,2,50.00%,5.00,00:06:07,0,$0.00
19,desktop,15,(not set),10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,15,Sydney,10,2,50.00%,5.50,00:07:58,0,$0.00
19,desktop,16,Vancouver,10,2,50.00%,2.50,00:01:06,0,$0.00
19,desktop,16,Phoenix,10,2,50.00%,5.00,00:17:39,0,$0.00
19,desktop,16,Falmouth,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,16,Biloxi,10,2,0.00%,7.00,00:11:18,0,$0.00
19,desktop,17,Mesa,10,2,50.00%,2.00,00:01:22,0,$0.00
19,desktop,17,Avon,10,2,0.00%,6.50,00:15:28,0,$0.00
19,desktop,17,Jacksonville,10,2,50.00%,2.50,00:01:27,0,$0.00
19,desktop,17,Metairie,10,2,50.00%,3.00,00:01:49,0,$0.00
19,desktop,17,Omaha,10,2,50.00%,1.50,00:00:13,0,$0.00
19,desktop,17,Dallas,10,2,0.00%,5.50,00:03:03,0,$0.00
19,desktop,17,Lacey,10,2,50.00%,2.50,00:00:54,0,$0.00
19,desktop,18,Stamford,10,2,0.00%,7.50,00:02:13,0,$0.00
19,desktop,18,Lenexa,10,2,0.00%,10.50,00:08:23,0,$0.00
19,desktop,19,Charlotte,10,2,50.00%,2.00,00:00:23,0,$0.00
19,desktop,19,Dallas,10,2,0.00%,8.00,00:04:05,0,$0.00
19,desktop,20,Sunnyvale,10,2,50.00%,2.50,00:01:12,0,$0.00
19,desktop,20,Marietta,10,2,0.00%,3.50,00:00:44,0,$0.00
19,desktop,20,Kettering,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,21,Tallahassee,10,2,50.00%,10.00,00:01:21,0,$0.00
19,desktop,21,Greenville,10,2,50.00%,1.50,00:00:17,0,$0.00
19,desktop,21,Philadelphia,10,2,50.00%,3.50,00:02:09,0,$0.00
19,desktop,21,Houston,10,2,0.00%,1.50,00:10:03,0,$0.00
19,desktop,22,Montreal,10,2,0.00%,3.00,00:01:32,0,$0.00
19,desktop,22,San Diego,10,2,50.00%,6.50,00:04:48,0,$0.00
19,desktop,22,Cadiz,10,2,50.00%,7.50,00:15:03,0,$0.00
19,desktop,23,(not set),10,2,50.00%,3.00,00:01:45,0,$0.00
19,desktop,23,Auckland,10,2,50.00%,1.50,00:00:28,0,$0.00
19,desktop,23,Auburn,10,2,50.00%,1.00,00:06:08,0,$0.00
19,desktop,23,Peoria,10,2,50.00%,3.00,00:02:52,0,$0.00
19,desktop,23,Everett,10,2,0.00%,4.50,00:01:39,0,$0.00
19,desktop,23,Spokane,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,24,Toronto,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,24,Port St. Lucie,10,2,50.00%,1.50,00:00:07,0,$0.00
19,desktop,24,East Norwich,10,2,0.00%,4.50,00:01:21,0,$0.00
19,desktop,25,(not set),10,2,50.00%,4.50,00:02:10,0,$0.00
19,desktop,25,Toronto,10,2,50.00%,3.50,00:01:56,0,$0.00
19,desktop,25,Chicago,10,2,0.00%,18.50,00:15:55,2,$45.68
19,desktop,26,Toronto,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,26,New York,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,26,Sioux Falls,10,2,50.00%,3.50,00:00:25,0,$0.00
19,desktop,27,(not set),10,2,0.00%,4.00,00:35:24,0,$0.00
19,desktop,27,Miramar,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,29,Calgary,10,2,50.00%,5.00,00:02:50,0,$0.00
19,desktop,30,Arlington,10,2,0.00%,12.50,00:10:31,0,$0.00
19,desktop,31,Anchorage,10,2,0.00%,3.00,00:01:29,0,$0.00
19,desktop,31,Phoenix,10,2,100.00%,1.00,00:00:00,0,$0.00
19,desktop,31,Oakland,10,2,0.00%,1.50,00:12:21,0,$0.00
19,desktop,31,New York,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,01,Calgary,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,01,Roseville,10,2,0.00%,4.00,00:03:57,0,$0.00
19,mobile,01,San Jose,10,2,0.00%,3.00,00:01:47,0,$0.00
19,mobile,01,Ventura,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,01,Visalia,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,01,Fort Collins,10,2,50.00%,3.50,00:02:59,0,$0.00
19,mobile,01,Tampa,10,2,50.00%,3.50,00:00:53,0,$0.00
19,mobile,01,Davenport,10,2,50.00%,4.50,00:03:11,0,$0.00
19,mobile,01,Olathe,10,2,0.00%,5.00,00:04:27,0,$0.00
19,mobile,01,Louisville,10,2,50.00%,3.00,00:00:29,0,$0.00
19,mobile,01,Baltimore,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,01,Canton,10,2,50.00%,2.00,00:00:14,0,$0.00
19,mobile,01,Grand Haven,10,2,0.00%,5.50,00:05:46,0,$0.00
19,mobile,01,Big Lake,10,2,50.00%,5.00,00:00:53,0,$0.00
19,mobile,01,St. Louis,10,2,50.00%,1.50,00:00:19,0,$0.00
19,mobile,01,Hamburg,10,2,0.00%,3.50,00:00:58,0,$0.00
19,mobile,01,Warminster,10,2,0.00%,5.00,00:02:08,0,$0.00
19,mobile,01,Murfreesboro,10,2,50.00%,8.50,00:07:08,0,$0.00
19,mobile,01,Fort Worth,10,2,50.00%,2.00,00:00:38,0,$0.00
19,mobile,01,Irving,10,2,50.00%,11.00,00:05:25,0,$0.00
19,mobile,01,Lubbock,10,2,50.00%,1.50,00:00:46,0,$0.00
19,mobile,01,McKinney,10,2,50.00%,3.50,00:03:31,0,$0.00
19,mobile,01,Bristol,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,01,Spotsylvania,10,2,50.00%,9.00,00:04:34,0,$0.00
19,mobile,01,Federal Way,10,2,50.00%,3.00,00:01:01,0,$0.00
19,mobile,01,Berkeley Township,10,2,0.00%,4.00,00:04:48,0,$0.00
19,mobile,01,Plantation,10,2,50.00%,1.50,00:00:47,0,$0.00
19,mobile,02,Sydney,10,2,50.00%,2.00,00:01:02,0,$0.00
19,mobile,02,Vancouver,10,2,0.00%,2.00,00:02:46,0,$0.00
19,mobile,02,Winnipeg,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,02,Lahore,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,02,San Diego,10,2,0.00%,5.50,00:07:20,0,$0.00
19,mobile,02,San Jose,10,2,50.00%,5.00,00:01:11,0,$0.00
19,mobile,02,Miami,10,2,0.00%,6.50,00:04:38,0,$0.00
19,mobile,02,Indianapolis,10,2,50.00%,2.50,00:00:45,0,$0.00
19,mobile,02,Edmonton,10,2,50.00%,5.50,00:05:38,0,$0.00
19,mobile,02,Russell Springs,10,2,0.00%,6.00,00:02:08,0,$0.00
19,mobile,02,Lake Charles,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,02,Boston,10,2,50.00%,2.00,00:01:54,0,$0.00
19,mobile,02,Saint Joseph,10,2,50.00%,3.00,00:00:57,0,$0.00
19,mobile,02,Albany,10,2,50.00%,3.00,00:01:03,0,$0.00
19,mobile,02,Oklahoma City,10,2,0.00%,6.00,00:09:58,0,$0.00
19,mobile,02,Gaffney,10,2,50.00%,5.00,00:01:09,0,$0.00
19,mobile,02,Charlottesville,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,02,Seattle,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,02,Doral,10,2,0.00%,3.00,00:01:18,0,$0.00
19,mobile,03,Calgary,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,03,San Francisco,10,2,50.00%,7.50,00:00:26,0,$0.00
19,mobile,03,Destin,10,2,50.00%,18.50,00:15:53,0,$0.00
19,mobile,03,Tampa,10,2,50.00%,2.50,00:01:21,0,$0.00
19,mobile,03,Columbus,10,2,0.00%,10.00,00:03:48,0,$0.00
19,mobile,03,Fort Wayne,10,2,0.00%,12.50,00:02:30,0,$0.00
19,mobile,03,Hagerstown,10,2,0.00%,2.50,00:47:05,0,$0.00
19,mobile,03,Ann Arbor,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,03,Traverse City,10,2,50.00%,5.50,00:06:47,0,$0.00
19,mobile,03,Newark,10,2,50.00%,2.00,00:01:28,0,$0.00
19,mobile,03,Myrtle Beach,10,2,100.00%,4.50,00:00:00,0,$0.00
19,mobile,03,Nashville,10,2,0.00%,9.50,00:03:30,0,$0.00
19,mobile,03,Austin,10,2,0.00%,15.50,00:09:12,0,$0.00
19,mobile,03,Conroe,10,2,50.00%,4.50,00:02:50,0,$0.00
19,mobile,03,The Colony,10,2,50.00%,4.00,00:18:07,0,$0.00
19,mobile,03,Terryville,10,2,50.00%,2.50,00:02:18,0,$0.00
19,mobile,04,Calgary,10,2,50.00%,1.50,00:00:02,0,$0.00
19,mobile,04,London,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,04,Modesto,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,04,San Jose,10,2,0.00%,8.00,00:02:44,0,$0.00
19,mobile,04,New Haven,10,2,50.00%,8.00,00:07:47,0,$0.00
19,mobile,04,Miami,10,2,0.00%,6.00,00:02:46,0,$0.00
19,mobile,04,Miami Beach,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,04,Sanford,10,2,50.00%,1.50,00:00:14,0,$0.00
19,mobile,04,Honolulu,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,04,Indianapolis,10,2,50.00%,2.00,00:00:09,0,$0.00
19,mobile,04,Shelbyville,10,2,50.00%,9.50,00:10:08,0,$0.00
19,mobile,04,New Orleans,10,2,50.00%,1.50,00:00:25,0,$0.00
19,mobile,04,Hagerstown,10,2,100.00%,1.00,00:00:00,0,$0.00
19,mobile,04,Ann Arbor,10,2,50.00%,2.00,00:00:33,0,$0.00
19,mobile,04,Grand Rapids,10,2,50.00%,3.50,00:01:58,0,$0.00
19,mobile,04,Minneapolis,10,2,50.00%,4.50,00:03:23,0,$0.00
