Hour,Device Category,Day of the month,City,Month of the year,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue
20,mobile,14,Ann Arbor,10,3,100.00%,1.00,00:00:00,0,$0.00
20,mobile,14,Philadelphia,10,3,66.67%,4.33,00:12:10,0,$0.00
20,mobile,14,Seattle,10,3,33.33%,2.00,00:00:28,0,$0.00
20,mobile,15,Phoenix,10,3,33.33%,2.00,00:01:22,0,$0.00
20,mobile,15,Louisville,10,3,33.33%,5.67,00:10:35,0,$0.00
20,mobile,15,High Point,10,3,33.33%,2.67,00:08:18,0,$0.00
20,mobile,15,Wilmington,10,3,66.67%,1.33,00:00:34,0,$0.00
20,mobile,15,Winston-Salem,10,3,100.00%,1.00,00:00:00,0,$0.00
20,mobile,15,Westfield,10,3,33.33%,1.67,00:00:15,0,$0.00
20,mobile,16,Melbourne,10,3,66.67%,2.33,00:08:38,0,$0.00
20,mobile,16,San Diego,10,3,0.00%,5.33,00:14:25,0,$0.00
20,mobile,16,San Francisco,10,3,33.33%,3.33,00:01:03,0,$0.00
20,mobile,16,Miami,10,3,33.33%,1.67,00:00:16,0,$0.00
20,mobile,16,Indianapolis,10,3,100.00%,2.33,00:00:00,0,$0.00
20,mobile,16,Minneapolis,10,3,0.00%,8.00,00:06:20,0,$0.00
20,mobile,16,Omaha,10,3,33.33%,3.00,00:04:53,0,$0.00
20,mobile,16,Cincinnati,10,3,66.67%,1.33,00:00:14,0,$0.00
20,mobile,16,Portland,10,3,100.00%,1.00,00:00:00,0,$0.00
20,mobile,16,Fort Worth,10,3,33.33%,2.00,00:00:47,0,$0.00
20,mobile,16,San Antonio,10,3,33.33%,8.67,00:28:26,0,$0.00
20,mobile,17,Miami,10,3,66.67%,3.33,00:02:08,0,$0.00
20,mobile,17,St. Louis,10,3,66.67%,4.00,00:01:12,0,$0.00
20,mobile,17,Charlotte,10,3,33.33%,4.67,00:03:18,0,$0.00
20,mobile,17,Portland,10,3,100.00%,1.00,00:00:00,0,$0.00
20,mobile,17,Philadelphia,10,3,66.67%,2.67,00:08:36,0,$0.00
20,mobile,17,Seattle,10,3,66.67%,1.00,00:00:55,0,$0.00
20,mobile,18,Orlando,10,3,33.33%,2.67,00:08:59,0,$0.00
20,mobile,18,Boston,10,3,0.00%,7.33,00:02:03,0,$0.00
20,mobile,18,Cincinnati,10,3,33.33%,1.67,00:02:01,0,$0.00
20,mobile,18,Seattle,10,3,33.33%,3.33,00:05:54,0,$0.00
20,mobile,19,Tampa,10,3,33.33%,4.00,00:02:46,0,$0.00
20,mobile,19,Indianapolis,10,3,0.00%,4.33,00:02:58,0,$0.00
20,mobile,19,Louisville,10,3,66.67%,1.67,00:00:37,0,$0.00
20,mobile,19,Portland,10,3,66.67%,2.33,00:00:54,0,$0.00
20,mobile,19,San Antonio,10,3,100.00%,1.00,00:00:00,0,$0.00
20,mobile,20,Melbourne,10,3,33.33%,2.00,00:03:28,0,$0.00
20,mobile,20,Edmonton,10,3,100.00%,1.00,00:00:00,0,$0.00
20,mobile,20,Toronto,10,3,66.67%,2.33,00:00:53,0,$0.00
20,mobile,20,San Francisco,10,3,100.00%,1.00,00:00:00,0,$0.00
20,mobile,20,Lexington,10,3,33.33%,3.33,00:01:07,0,$0.00
20,mobile,20,Minneapolis,10,3,0.00%,6.33,00:03:09,0,$0.00
20,mobile,20,Austin,10,3,33.33%,5.00,00:02:56,0,$0.00
20,mobile,21,Melbourne,10,3,66.67%,1.33,00:00:15,0,$0.00
20,mobile,21,Toronto,10,3,66.67%,1.67,00:00:08,0,$0.00
20,mobile,21,Chicago,10,3,66.67%,3.00,00:01:19,0,$0.00
20,mobile,21,Indianapolis,10,3,66.67%,1.67,00:00:57,0,$0.00
20,mobile,21,St. Louis,10,3,100.00%,1.00,00:00:00,0,$0.00
20,mobile,22,Winnipeg,10,3,0.00%,10.00,00:11:52,0,$0.00
20,mobile,22,Montreal,10,3,0.00%,5.33,00:02:31,0,$0.00
20,mobile,22,Phoenix,10,3,66.67%,12.33,00:02:29,0,$0.00
20,mobile,22,San Diego,10,3,0.00%,3.00,00:00:53,0,$0.00
20,mobile,22,Denver,10,3,33.33%,2.33,00:00:25,0,$0.00
20,mobile,22,Indianapolis,10,3,0.00%,4.67,00:00:46,0,$0.00
20,mobile,22,Charlotte,10,3,66.67%,1.33,00:00:06,0,$0.00
20,mobile,22,Columbus,10,3,33.33%,3.67,00:02:43,0,$0.00
20,mobile,22,Chattanooga,10,3,66.67%,1.67,00:00:21,0,$0.00
20,mobile,23,Calgary,10,3,33.33%,2.00,00:00:22,0,$0.00
20,mobile,23,Phoenix,10,3,33.33%,3.33,00:09:32,0,$0.00
20,mobile,23,Denver,10,3,66.67%,6.00,00:00:45,0,$0.00
20,mobile,23,New Haven,10,3,33.33%,2.00,00:00:39,0,$0.00
20,mobile,23,Miami,10,3,33.33%,6.67,00:04:45,0,$0.00
20,mobile,23,Indianapolis,10,3,33.33%,10.00,00:08:07,0,$0.00
20,mobile,23,Detroit,10,3,0.00%,26.00,00:10:42,1,$105.92
20,mobile,23,Philadelphia,10,3,33.33%,4.67,00:03:11,0,$0.00
20,mobile,23,Salt Lake City,10,3,33.33%,17.33,00:01:00,0,$0.00
20,mobile,24,Melbourne,10,3,100.00%,1.00,00:00:00,0,$0.00
20,mobile,24,Detroit,10,3,100.00%,1.00,00:00:00,0,$0.00
20,mobile,24,Albuquerque,10,3,0.00%,8.00,00:05:01,0,$0.00
20,mobile,25,Birmingham,10,3,33.33%,11.33,00:02:38,0,$0.00
20,mobile,25,Phoenix,10,3,33.33%,3.00,00:01:06,0,$0.00
20,mobile,25,Orlando,10,3,0.00%,7.33,00:04:59,1,$57.49
20,mobile,25,Indianapolis,10,3,66.67%,2.33,00:00:41,0,$0.00
20,mobile,25,Livingston,10,3,66.67%,2.67,00:01:34,0,$0.00
20,mobile,26,(not set),10,3,0.00%,3.33,00:03:44,0,$0.00
20,mobile,26,Toronto,10,3,33.33%,3.33,00:01:17,0,$0.00
20,mobile,26,New Orleans,10,3,33.33%,12.67,00:07:33,0,$0.00
20,mobile,26,Boston,10,3,0.00%,3.67,00:02:36,0,$0.00
20,mobile,26,Ann Arbor,10,3,66.67%,2.00,00:01:10,0,$0.00
20,mobile,26,Portland,10,3,66.67%,1.33,00:00:24,0,$0.00
20,mobile,27,(not set),10,3,33.33%,3.33,00:03:49,0,$0.00
20,mobile,27,Chicago,10,3,0.00%,5.67,00:02:32,0,$0.00
20,mobile,27,Memphis,10,3,33.33%,1.67,00:00:36,0,$0.00
20,mobile,28,San Francisco,10,3,66.67%,2.00,00:00:13,0,$0.00
20,mobile,28,Washington,10,3,33.33%,7.00,00:08:49,0,$0.00
20,mobile,28,Indianapolis,10,3,33.33%,4.67,00:09:19,0,$0.00
20,mobile,28,Boston,10,3,0.00%,5.00,00:06:20,0,$0.00
20,mobile,28,Detroit,10,3,33.33%,9.67,00:08:54,1,$62.97
20,mobile,28,Oklahoma City,10,3,33.33%,10.33,00:07:26,0,$0.00
20,mobile,28,Gahanna,10,3,33.33%,3.67,00:09:08,0,$0.00
20,mobile,29,Calgary,10,3,66.67%,4.67,00:00:10,1,$325.00
20,mobile,29,Toronto,10,3,100.00%,1.00,00:00:00,0,$0.00
20,mobile,29,Denver,10,3,100.00%,1.00,00:00:00,0,$0.00
20,mobile,30,Denver,10,3,66.67%,1.33,00:00:03,0,$0.00
20,mobile,30,Minneapolis,10,3,33.33%,3.33,00:01:14,0,$0.00
20,mobile,30,Virginia Beach,10,3,100.00%,1.00,00:00:00,0,$0.00
20,mobile,31,Tucson,10,3,33.33%,3.00,00:00:32,0,$0.00
20,mobile,31,Miami,10,3,33.33%,2.67,00:00:08,0,$0.00
20,mobile,31,Orlando,10,3,0.00%,3.00,00:00:38,0,$0.00
20,mobile,31,Alexandria,10,3,66.67%,1.33,00:00:21,0,$0.00
20,mobile,31,Minneapolis,10,3,33.33%,2.33,00:01:40,0,$0.00
20,mobile,31,Austin,10,3,100.00%,1.00,00:00:00,0,$0.00
20,tablet,03,Springdale,10,3,66.67%,1.67,00:01:23,0,$0.00
20,tablet,03,San Diego,10,3,0.00%,12.00,00:05:28,0,$0.00
20,tablet,03,New York,10,3,33.33%,9.00,00:05:17,0,$0.00
20,tablet,13,Phoenix,10,3,33.33%,3.00,00:02:18,0,$0.00
20,tablet,14,Los Angeles,10,3,33.33%,2.67,00:00:49,0,$0.00
20,tablet,15,(not set),10,3,100.00%,1.00,00:00:00,0,$0.00
20,tablet,17,Nanaimo,10,3,66.67%,2.33,00:00:37,0,$0.00
20,tablet,22,New York,10,3,100.00%,1.00,00:00:00,0,$0.00
20,tablet,22,Houston,10,3,0.00%,3.33,00:09:11,0,$0.00
20,tablet,25,(not set),10,3,100.00%,2.00,00:00:00,0,$0.00
20,tablet,26,(not set),10,3,33.33%,2.33,00:01:52,0,$0.00
21,desktop,02,San Francisco,10,3,33.33%,2.33,00:00:53,0,$0.00
21,desktop,05,Madison,10,3,0.00%,10.00,00:06:30,0,$0.00
21,desktop,07,Ocala,10,3,33.33%,11.67,00:12:54,0,$0.00
21,desktop,10,(not set),10,3,66.67%,1.67,00:00:13,0,$0.00
21,desktop,12,(not set),10,3,100.00%,1.00,00:00:00,0,$0.00
21,desktop,17,(not set),10,3,66.67%,1.33,00:00:04,0,$0.00
21,desktop,17,New York,10,3,33.33%,3.00,00:00:31,0,$0.00
21,desktop,18,Los Angeles,10,3,100.00%,1.00,00:00:00,0,$0.00
21,desktop,22,(not set),10,3,33.33%,2.33,00:00:30,0,$0.00
21,desktop,22,Phoenix,10,3,33.33%,2.33,00:00:17,0,$0.00
21,desktop,24,Portland,10,3,66.67%,7.33,00:04:32,1,$24.97
21,desktop,30,New York,10,3,100.00%,1.00,00:00:00,0,$0.00
21,desktop,30,Fort Worth,10,3,66.67%,2.00,00:00:20,0,$0.00
21,desktop,31,Sydney,10,3,33.33%,2.33,00:06:21,0,$0.00
21,mobile,01,Long Beach,10,3,33.33%,4.67,00:02:16,0,$0.00
21,mobile,01,Sacramento,10,3,33.33%,1.67,00:01:29,0,$0.00
21,mobile,01,San Diego,10,3,33.33%,4.00,00:05:21,0,$0.00
21,mobile,01,Washington,10,3,33.33%,3.33,00:00:54,0,$0.00
21,mobile,01,Miami,10,3,33.33%,2.33,00:00:58,0,$0.00
21,mobile,01,St. Louis,10,3,66.67%,2.33,00:03:14,0,$0.00
21,mobile,01,Hattiesburg,10,3,33.33%,5.00,00:04:10,0,$0.00
21,mobile,01,Charlotte,10,3,33.33%,5.33,00:03:50,0,$0.00
21,mobile,01,Seattle,10,3,33.33%,9.00,00:02:50,0,$0.00
21,mobile,02,San Diego,10,3,66.67%,2.00,00:00:07,0,$0.00
21,mobile,03,Miami,10,3,33.33%,5.00,00:03:06,0,$0.00
21,mobile,03,Salem,10,3,33.33%,3.67,00:01:26,0,$0.00
21,mobile,04,Birmingham,10,3,33.33%,11.00,00:10:22,0,$0.00
21,mobile,04,Washington,10,3,100.00%,4.00,00:00:00,0,$0.00
21,mobile,04,Albuquerque,10,3,33.33%,3.00,00:01:02,0,$0.00
21,mobile,04,Oklahoma City,10,3,33.33%,4.33,00:00:47,0,$0.00
21,mobile,04,Austin,10,3,33.33%,4.67,00:01:55,0,$0.00
21,mobile,04,San Antonio,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,05,San Francisco,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,05,Denver,10,3,66.67%,1.67,00:00:45,0,$0.00
21,mobile,05,Miami,10,3,66.67%,4.33,00:04:39,0,$0.00
21,mobile,05,Minneapolis,10,3,0.00%,5.33,00:03:25,0,$0.00
21,mobile,05,Austin,10,3,33.33%,3.33,00:07:19,0,$0.00
21,mobile,06,Ottawa,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,06,Phoenix,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,06,Orlando,10,3,33.33%,4.33,00:04:57,0,$0.00
21,mobile,06,Boston,10,3,33.33%,4.33,00:00:56,0,$0.00
21,mobile,06,Ann Arbor,10,3,66.67%,1.33,00:00:07,0,$0.00
21,mobile,06,Portland,10,3,33.33%,1.67,00:00:27,0,$0.00
21,mobile,06,Philadelphia,10,3,33.33%,2.00,00:00:22,0,$0.00
21,mobile,06,Memphis,10,3,33.33%,2.00,00:01:08,0,$0.00
21,mobile,06,Austin,10,3,66.67%,3.33,00:03:26,0,$0.00
21,mobile,06,Corpus Christi,10,3,66.67%,3.67,00:01:17,0,$0.00
21,mobile,07,Denver,10,3,66.67%,1.33,00:00:05,0,$0.00
21,mobile,07,Detroit,10,3,66.67%,1.67,00:00:19,0,$0.00
21,mobile,07,Charlotte,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,07,Cincinnati,10,3,33.33%,3.00,00:02:09,0,$0.00
21,mobile,07,Seattle,10,3,33.33%,2.00,00:01:07,0,$0.00
21,mobile,08,Denver,10,3,66.67%,1.33,00:00:17,0,$0.00
21,mobile,08,Washington,10,3,0.00%,4.00,00:01:10,0,$0.00
21,mobile,08,Greenville,10,3,33.33%,2.67,00:00:30,0,$0.00
21,mobile,08,Scranton,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,09,Karachi,10,3,66.67%,1.33,00:00:10,0,$0.00
21,mobile,09,Washington,10,3,0.00%,11.67,00:11:22,0,$0.00
21,mobile,09,Miami,10,3,0.00%,5.00,00:07:42,0,$0.00
21,mobile,09,Boston,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,09,Ann Arbor,10,3,66.67%,2.67,00:01:15,0,$0.00
21,mobile,09,Omaha,10,3,33.33%,6.33,00:01:05,0,$0.00
21,mobile,09,Portland,10,3,66.67%,6.33,00:01:19,0,$0.00
21,mobile,09,Philadelphia,10,3,33.33%,8.67,00:02:57,0,$0.00
21,mobile,10,Toronto,10,3,0.00%,5.67,00:05:57,0,$0.00
21,mobile,10,San Jose,10,3,66.67%,2.33,00:01:09,0,$0.00
21,mobile,10,Sunnyvale,10,3,33.33%,1.67,00:00:42,0,$0.00
21,mobile,10,Washington,10,3,33.33%,27.33,00:16:00,0,$0.00
21,mobile,10,Miami,10,3,33.33%,2.00,00:00:29,0,$0.00
21,mobile,10,Orlando,10,3,66.67%,1.67,00:00:31,0,$0.00
21,mobile,10,Boston,10,3,66.67%,2.00,00:02:22,0,$0.00
21,mobile,10,Memphis,10,3,66.67%,1.33,00:00:33,0,$0.00
21,mobile,11,Phoenix,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,11,Atlanta,10,3,33.33%,4.67,00:02:09,0,$0.00
21,mobile,11,Omaha,10,3,66.67%,5.33,00:02:19,0,$0.00
21,mobile,11,Portland,10,3,66.67%,2.00,00:02:27,0,$0.00
21,mobile,11,Nashville,10,3,0.00%,3.00,00:02:23,0,$0.00
21,mobile,12,Denver,10,3,33.33%,8.67,00:08:05,0,$0.00
21,mobile,12,Miami,10,3,66.67%,3.00,00:00:30,0,$0.00
21,mobile,12,Atlanta,10,3,66.67%,4.00,00:01:20,0,$0.00
21,mobile,12,Charlotte,10,3,0.00%,3.67,00:08:30,0,$0.00
21,mobile,13,Miami,10,3,33.33%,4.00,00:00:54,0,$0.00
21,mobile,14,Brisbane,10,3,66.67%,2.00,00:03:44,0,$0.00
21,mobile,14,Bangkok,10,3,66.67%,1.33,00:00:16,0,$0.00
21,mobile,14,Washington,10,3,33.33%,5.67,00:03:03,0,$0.00
21,mobile,14,Indianapolis,10,3,33.33%,1.67,00:02:31,0,$0.00
21,mobile,14,Columbus,10,3,66.67%,3.00,00:01:28,0,$0.00
21,mobile,15,Calgary,10,3,0.00%,8.33,00:02:09,0,$0.00
21,mobile,15,Phoenix,10,3,33.33%,1.67,00:00:13,0,$0.00
21,mobile,15,Atlanta,10,3,0.00%,6.00,00:04:08,0,$0.00
21,mobile,15,Boston,10,3,33.33%,5.33,00:02:02,0,$0.00
21,mobile,15,Houston,10,3,0.00%,4.00,00:11:01,0,$0.00
21,mobile,16,Santa Cruz,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,16,Atlanta,10,3,0.00%,21.00,00:10:27,0,$0.00
21,mobile,16,Bloomington,10,3,66.67%,6.67,00:06:02,1,$105.00
21,mobile,16,Indianapolis,10,3,0.00%,8.00,00:06:45,0,$0.00
21,mobile,16,Detroit,10,3,66.67%,1.33,00:00:10,0,$0.00
21,mobile,16,El Paso,10,3,33.33%,9.67,00:10:03,0,$0.00
21,mobile,17,(not set),10,3,66.67%,1.67,00:00:05,0,$0.00
21,mobile,17,Calgary,10,3,0.00%,9.00,00:03:33,0,$0.00
21,mobile,17,Toronto,10,3,66.67%,4.00,00:01:32,0,$0.00
21,mobile,17,San Diego,10,3,33.33%,3.00,00:02:43,0,$0.00
21,mobile,17,Indianapolis,10,3,66.67%,1.67,00:00:16,0,$0.00
21,mobile,17,Ann Arbor,10,3,33.33%,3.67,00:04:36,0,$0.00
21,mobile,17,St. Louis,10,3,66.67%,2.33,00:00:50,0,$0.00
21,mobile,17,Austin,10,3,33.33%,1.67,00:00:21,0,$0.00
21,mobile,18,San Francisco,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,18,Chicago,10,3,66.67%,5.00,00:01:53,0,$0.00
21,mobile,18,Boston,10,3,66.67%,1.33,00:00:04,0,$0.00
21,mobile,18,Nashville,10,3,33.33%,4.33,00:02:01,0,$0.00
21,mobile,18,Austin,10,3,33.33%,1.67,00:03:37,0,$0.00
21,mobile,18,Houston,10,3,33.33%,8.00,00:06:18,0,$0.00
21,mobile,19,Toronto,10,3,33.33%,3.33,00:02:24,0,$0.00
21,mobile,19,Dallas,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,19,San Antonio,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,19,Cowley,10,3,66.67%,1.67,00:01:05,0,$0.00
21,mobile,20,Toronto,10,3,33.33%,6.00,00:07:58,0,$0.00
21,mobile,20,Miami,10,3,33.33%,4.33,00:01:03,0,$0.00
21,mobile,21,Sydney,10,3,66.67%,1.33,00:00:30,0,$0.00
21,mobile,21,Miami,10,3,33.33%,1.67,00:06:36,0,$0.00
21,mobile,21,Tampa,10,3,33.33%,2.00,00:00:56,0,$0.00
21,mobile,21,Manhattan,10,3,33.33%,3.67,00:02:12,0,$0.00
21,mobile,21,Ann Arbor,10,3,66.67%,1.33,00:02:14,0,$0.00
21,mobile,21,St. Louis,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,21,Austin,10,3,66.67%,1.67,00:00:41,0,$0.00
21,mobile,22,San Jose,10,3,66.67%,2.33,00:01:48,0,$0.00
21,mobile,22,Orlando,10,3,66.67%,22.00,00:14:40,0,$0.00
21,mobile,22,Atlanta,10,3,0.00%,18.33,00:09:57,0,$0.00
21,mobile,22,Ann Arbor,10,3,0.00%,7.67,00:03:12,0,$0.00
21,mobile,22,Kansas City,10,3,66.67%,10.67,00:04:47,0,$0.00
21,mobile,22,San Antonio,10,3,33.33%,2.67,00:04:46,0,$0.00
21,mobile,23,Washington,10,3,33.33%,8.00,00:03:55,0,$0.00
21,mobile,23,New Orleans,10,3,33.33%,6.67,00:23:23,0,$0.00
21,mobile,23,Boston,10,3,0.00%,12.33,00:20:33,0,$0.00
21,mobile,23,Ann Arbor,10,3,66.67%,4.33,00:03:29,0,$0.00
21,mobile,23,Memphis,10,3,0.00%,7.00,00:02:30,0,$0.00
21,mobile,23,Salt Lake City,10,3,0.00%,5.67,00:07:31,0,$0.00
21,mobile,24,Toronto,10,3,0.00%,15.67,00:10:44,0,$0.00
21,mobile,24,Denver,10,3,33.33%,4.67,00:02:55,0,$0.00
21,mobile,24,Indianapolis,10,3,33.33%,8.33,00:04:59,0,$0.00
21,mobile,24,Austin,10,3,33.33%,2.67,00:01:44,0,$0.00
21,mobile,24,Seattle,10,3,66.67%,1.67,00:00:17,0,$0.00
21,mobile,25,Los Angeles,10,3,33.33%,2.33,00:00:40,0,$0.00
21,mobile,25,San Francisco,10,3,0.00%,2.67,00:02:19,0,$0.00
21,mobile,25,Denver,10,3,33.33%,12.33,00:10:29,0,$0.00
21,mobile,25,Orlando,10,3,66.67%,1.33,00:07:44,0,$0.00
21,mobile,25,Philadelphia,10,3,33.33%,5.67,00:04:20,0,$0.00
21,mobile,25,Houston,10,3,66.67%,2.00,00:01:09,0,$0.00
21,mobile,25,Seattle,10,3,33.33%,3.00,00:00:47,0,$0.00
21,mobile,26,San Diego,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,26,Denver,10,3,33.33%,9.33,00:03:22,0,$0.00
21,mobile,26,Washington,10,3,0.00%,9.33,00:04:21,0,$0.00
21,mobile,26,Charlotte,10,3,33.33%,3.67,00:00:56,0,$0.00
21,mobile,27,Montreal,10,3,0.00%,4.67,00:01:36,0,$0.00
21,mobile,27,San Francisco,10,3,33.33%,2.00,00:00:38,0,$0.00
21,mobile,27,Atlanta,10,3,33.33%,5.00,00:02:46,0,$0.00
21,mobile,28,Phoenix,10,3,0.00%,4.00,00:12:43,0,$0.00
21,mobile,28,Denver,10,3,33.33%,2.67,00:02:46,0,$0.00
21,mobile,28,Kansas City,10,3,66.67%,2.67,00:00:27,0,$0.00
21,mobile,28,Charlotte,10,3,33.33%,8.33,00:02:46,0,$0.00
21,mobile,29,(not set),10,3,33.33%,8.00,00:07:18,0,$0.00
21,mobile,29,Melbourne,10,3,100.00%,1.00,00:00:00,0,$0.00
21,mobile,29,Montreal,10,3,66.67%,1.33,00:00:03,0,$0.00
21,mobile,29,San Francisco,10,3,66.67%,1.67,00:00:23,0,$0.00
21,mobile,29,Washington,10,3,33.33%,2.33,00:02:01,0,$0.00
21,mobile,29,Omaha,10,3,66.67%,1.33,00:00:11,0,$0.00
21,mobile,29,Dallas,10,3,0.00%,9.33,00:07:03,0,$0.00
21,mobile,30,Hamilton,10,3,33.33%,3.67,00:00:58,0,$0.00
21,mobile,30,Denver,10,3,66.67%,2.00,00:02:17,0,$0.00
21,mobile,30,Miami,10,3,0.00%,4.00,00:03:28,0,$0.00
21,mobile,30,Boston,10,3,33.33%,3.33,00:01:37,0,$0.00
21,mobile,30,Charlotte,10,3,0.00%,3.67,00:00:46,0,$0.00
21,mobile,30,Omaha,10,3,33.33%,3.33,00:02:22,0,$0.00
21,mobile,30,Memphis,10,3,33.33%,5.67,00:35:38,0,$0.00
21,mobile,30,Austin,10,3,0.00%,14.67,00:09:44,0,$0.00
21,mobile,31,Phoenix,10,3,33.33%,3.00,00:01:37,0,$0.00
21,mobile,31,Los Angeles,10,3,33.33%,14.00,00:08:43,0,$0.00
